Match_Type,God_Name,Kills,Deaths,Assists,Item1,Item2,Item3,Item4,Item5,Item6,Class,Health,Mana,Speed,Physical_Protection,Magical_Protection
Joust,Freya,2,5,5,,,,,,,Mage,0.0,0.4714285714285714,0.5,0.5,0.5
Joust,Erlang_Shen,3,5,6,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Ymir,1,2,7,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Joust,Zeus,2,10,2,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.07142857142857145,0.5
Joust,Nu_Wa,5,8,5,,,,,,,Mage,0.0,0.6,0.0,0.16666666666666669,0.5
Joust,Ra,7,5,12,,,,,,,Mage,0.0,0.5714285714285714,0.10000000000000003,0.2142857142857143,0.5
Joust,Tyr,6,5,3,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Arena,Tyr,5,3,22,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Joust,Horus,1,6,8,,,,,,,Warrior,0.5918367346938775,0.5,0.5,0.6904761904761905,0.75
Arena,Ra,5,8,8,,,,,,,Mage,0.0,0.5714285714285714,0.10000000000000003,0.2142857142857143,0.5
Joust,Horus,5,2,9,,,,,,,Warrior,0.5918367346938775,0.5,0.5,0.6904761904761905,0.75
Joust,Ra,7,6,6,,,,,,,Mage,0.0,0.5714285714285714,0.10000000000000003,0.2142857142857143,0.5
Joust,Neith,4,3,10,,,,,,,Hunter,0.37244897959183676,0.5,0.30000000000000004,0.35714285714285715,0.5
Joust,Medusa,7,4,6,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Joust,Tyr,6,3,3,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Joust,Nut,3,4,6,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Nut,4,4,17,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Joust,Horus,0,2,12,,,,,,,Warrior,0.5918367346938775,0.5,0.5,0.6904761904761905,0.75
Joust,Horus,3,0,7,,,,,,,Warrior,0.5918367346938775,0.5,0.5,0.6904761904761905,0.75
Joust,Sylvanus,4,5,8,,,,,,,Guardian,0.75,0.3857142857142857,0.5,0.8333333333333333,1.0
Joust,Nut,6,5,7,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Hades,9,6,12,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Joust,Hades,7,9,3,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Assault,Nike,4,10,16,,,,,,,Warrior,0.5357142857142857,0.4714285714285714,0.7000000000000001,0.5476190476190477,0.75
Joust,Izanami,7,9,4,,,,,,,Hunter,0.3214285714285714,0.44285714285714284,0.30000000000000004,0.2619047619047619,0.5
Joust,Erlang_Shen,1,8,8,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Atlas,1,2,8,,,,,,,Guardian,0.75,0.3857142857142857,0.5,0.8809523809523809,1.0
Joust,Susano,3,8,4,,,,,,,Assassin,0.2142857142857143,0.48571428571428577,0.5,0.5,0.5
Joust,Susano,3,9,4,,,,,,,Assassin,0.2142857142857143,0.48571428571428577,0.5,0.5,0.5
Joust,Nu_Wa,5,5,5,,,,,,,Mage,0.0,0.6,0.0,0.16666666666666669,0.5
Assault,Poseidon,13,22,11,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.07142857142857145,0.5
Arena,Ymir,2,6,17,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Arena,Neith,4,10,8,,,,,,,Hunter,0.37244897959183676,0.5,0.30000000000000004,0.35714285714285715,0.5
Slash,Ymir,1,11,2,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Assault,Hachiman,1,9,11,,,,,,,Hunter,0.3571428571428571,0.5,0.30000000000000004,0.2619047619047619,0.5
Arena,Ymir,2,10,14,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Slash,Ix_Chel,4,16,7,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Tyr,2,2,4,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Assault,Nu_Wa,8,9,27,,,,,,,Mage,0.0,0.6,0.0,0.16666666666666669,0.5
Arena,Tyr,1,11,8,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Arena,Nut,8,9,7,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Assault,Chang'e,2,4,12,,,,,,,Mage,0.423469387755102,0.7285714285714285,0.0,0.2619047619047619,0.5
Arena,Ymir,2,9,8,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Assault,Geb,9,5,7,,,,,,,Guardian,0.75,0.3857142857142857,0.10000000000000003,0.8333333333333333,1.0
Arena,Ix_Chel,5,11,12,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Arena,Awilix,2,13,10,,,,,,,Assassin,0.5,0.5285714285714286,0.5,0.40476190476190477,0.5
Joust,Kukulkan,1,2,4,,,,,,,Mage,0.0,0.6,0.10000000000000003,0.40476190476190477,0.5
Assault,The_Morrigan,4,11,11,,,,,,,Mage,0.0,0.5571428571428572,0.30000000000000004,0.35714285714285715,0.5
Arena,Da_Ji,2,6,16,,,,,,,Assassin,0.25,0.44285714285714284,0.7000000000000001,0.5,0.5
Arena,Ix_Chel,0,0,0,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Arena,Ymir,6,3,19,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Arena,Freya,5,2,15,,,,,,,Mage,0.0,0.4714285714285714,0.5,0.5,0.5
Joust,Heimdallr,2,5,2,,,,,,,Hunter,0.5357142857142857,0.5,0.30000000000000004,0.5952380952380953,0.5
Assault,Cliodhna,7,4,23,,,,,,,Assassin,0.5357142857142857,0.48571428571428577,0.7000000000000001,0.35714285714285715,0.5
Assault,Nu_Wa,10,4,21,,,,,,,Mage,0.0,0.6,0.0,0.16666666666666669,0.5
Arena,Ares,5,6,15,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Conquest,Erlang_Shen,3,17,6,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Tyr,2,9,9,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Joust,Tyr,3,0,10,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Joust,Tyr,3,6,5,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Assault,Shiva,1,10,17,,,,,,,Warrior,0.5,0.44285714285714284,0.7000000000000001,0.5952380952380953,0.75
Joust,Tyr,0,8,10,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Conquest,Tyr,0,11,4,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Assault,Rama,7,7,9,,,,,,,Hunter,0.3928571428571429,0.4285714285714286,0.5,0.35714285714285715,0.5
Arena,Ares,6,1,26,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Assault,Nut,8,10,26,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Medusa,5,9,18,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Assault,Charybdis,2,7,7,,,,,,,Hunter,0.25,0.4714285714285714,0.30000000000000004,0.2619047619047619,0.5
Arena,Tyr,10,6,18,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Assault,Fafnir,3,7,20,,,,,,,Guardian,0.6428571428571429,0.41428571428571426,0.30000000000000004,0.9285714285714286,1.0
Joust,Tyr,6,4,10,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Assault,Zeus,1,13,13,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.07142857142857145,0.5
Arena,Persephone,5,7,20,,,,,,,Mage,0.0,0.6428571428571429,0.10000000000000003,0.16666666666666669,0.5
Arena,The_Morrigan,0,3,8,,,,,,,Mage,0.0,0.5571428571428572,0.30000000000000004,0.35714285714285715,0.5
Assault,The_Morrigan,9,8,16,,,,,,,Mage,0.0,0.5571428571428572,0.30000000000000004,0.35714285714285715,0.5
Assault,Serqet,1,9,10,,,,,,,Assassin,0.0,0.5285714285714286,0.5,0.5,0.5
Joust,Ymir,3,4,7,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Joust,Ymir,3,5,5,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Arena,Horus,3,9,23,,,,,,,Warrior,0.5918367346938775,0.5,0.5,0.6904761904761905,0.75
Arena,Nut,4,10,3,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Assault,Persephone,8,11,31,,,,,,,Mage,0.0,0.6428571428571429,0.10000000000000003,0.16666666666666669,0.5
Assault,Erlang_Shen,10,12,22,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Assault,Nu_Wa,10,11,17,,,,,,,Mage,0.0,0.6,0.0,0.16666666666666669,0.5
Arena,Nut,2,3,0,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Nut,4,6,17,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Conquest,Ravana,1,4,3,,,,,,,Assassin,0.0,0.5,0.5,0.40476190476190477,0.5
Conquest,Camazotz,13,5,18,,,,,,,Assassin,0.25,0.5285714285714286,0.7000000000000001,0.30952380952380953,0.5
Joust,Ymir,5,10,12,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Joust,Ix_Chel,6,4,12,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Sun_Wukong,3,9,3,,,,,,,Warrior,0.5357142857142857,0.4285714285714286,0.5,0.7380952380952381,0.75
Joust,Yemoja,2,3,0,,,,,,,Guardian,0.6581632653061225,0.0,0.30000000000000004,0.8333333333333333,1.0
Joust,Sylvanus,3,3,6,,,,,,,Guardian,0.75,0.3857142857142857,0.5,0.8333333333333333,1.0
Joust,Vulcan,6,6,2,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.40476190476190477,0.5
Joust,Vulcan,6,0,6,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.40476190476190477,0.5
Joust,Kukulkan,5,3,2,,,,,,,Mage,0.0,0.6,0.10000000000000003,0.40476190476190477,0.5
Joust,Ix_Chel,7,2,6,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Arena,Camazotz,2,7,8,,,,,,,Assassin,0.25,0.5285714285714286,0.7000000000000001,0.30952380952380953,0.5
Conquest,Tyr,2,5,10,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Arena,Tyr,8,7,13,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Joust,Tyr,2,3,7,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Conquest,Tyr,7,10,25,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Conquest,Da_Ji,15,13,6,,,,,,,Assassin,0.25,0.44285714285714284,0.7000000000000001,0.5,0.5
Conquest,Tyr,3,2,4,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Conquest,Medusa,4,4,0,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Conquest,Cliodhna,5,14,10,,,,,,,Assassin,0.5357142857142857,0.48571428571428577,0.7000000000000001,0.35714285714285715,0.5
Joust,Tyr,1,0,7,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Joust,Tyr,0,5,4,,,,,,,Warrior,0.5714285714285714,0.5,0.7000000000000001,0.7380952380952381,0.75
Arena,Hades,7,5,14,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Joust,Geb,0,2,5,,,,,,,Guardian,0.75,0.3857142857142857,0.10000000000000003,0.8333333333333333,1.0
Joust,Ymir,0,6,8,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Conquest,Ix_Chel,12,10,16,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Conquest,Horus,7,6,19,,,,,,,Warrior,0.5918367346938775,0.5,0.5,0.6904761904761905,0.75
Conquest,Ix_Chel,2,2,0,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Conquest,Erlang_Shen,11,5,7,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Conquest,Da_Ji,4,2,3,,,,,,,Assassin,0.25,0.44285714285714284,0.7000000000000001,0.5,0.5
Conquest,Da_Ji,9,9,7,,,,,,,Assassin,0.25,0.44285714285714284,0.7000000000000001,0.5,0.5
Conquest,Da_Ji,9,15,7,,,,,,,Assassin,0.25,0.44285714285714284,0.7000000000000001,0.5,0.5
Joust,Horus,7,4,7,,,,,,,Warrior,0.5918367346938775,0.5,0.5,0.6904761904761905,0.75
Conquest,Da_Ji,2,10,1,,,,,,,Assassin,0.25,0.44285714285714284,0.7000000000000001,0.5,0.5
Conquest,Sylvanus,4,6,15,,,,,,,Guardian,0.75,0.3857142857142857,0.5,0.8333333333333333,1.0
Assault,Da_Ji,16,14,13,,,,,,,Assassin,0.25,0.44285714285714284,0.7000000000000001,0.5,0.5
Joust,Nut,3,5,8,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Joust,Nut,3,2,4,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Joust,Nut,1,0,0,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Joust,Nut,4,4,0,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Nut,6,4,15,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Joust,Nut,8,5,6,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Nut,8,6,21,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Joust,Nut,10,2,3,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Nut,3,3,16,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Nut,12,7,10,,,,,,,Hunter,0.5357142857142857,0.5,0.5,0.40476190476190477,0.5
Arena,Heimdallr,9,2,22,,,,,,,Hunter,0.5357142857142857,0.5,0.30000000000000004,0.5952380952380953,0.5
Arena,Hades,7,4,21,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Joust,Ah_Muzen_Cab,4,0,11,,,,,,,Hunter,0.3214285714285714,0.5,0.30000000000000004,0.35714285714285715,0.5
Arena,Ix_Chel,4,9,11,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Arena,Ares,1,4,8,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Joust,Hades,3,7,7,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Joust,Ah_Muzen_Cab,4,3,5,,,,,,,Hunter,0.3214285714285714,0.5,0.30000000000000004,0.35714285714285715,0.5
Arena,Neith,0,5,18,,,,,,,Hunter,0.37244897959183676,0.5,0.30000000000000004,0.35714285714285715,0.5
Arena,Medusa,3,6,10,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Joust,Hades,1,7,4,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Arena,Sylvanus,3,7,15,,,,,,,Guardian,0.75,0.3857142857142857,0.5,0.8333333333333333,1.0
Joust,Heimdallr,3,9,10,,,,,,,Hunter,0.5357142857142857,0.5,0.30000000000000004,0.5952380952380953,0.5
Joust,Heimdallr,6,7,5,,,,,,,Hunter,0.5357142857142857,0.5,0.30000000000000004,0.5952380952380953,0.5
Joust,Sylvanus,8,4,9,,,,,,,Guardian,0.75,0.3857142857142857,0.5,0.8333333333333333,1.0
Arena,Vulcan,7,7,8,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.40476190476190477,0.5
Arena,Sylvanus,4,5,17,,,,,,,Guardian,0.75,0.3857142857142857,0.5,0.8333333333333333,1.0
Joust,Olorun,6,7,2,,,,,,,Mage,0.3214285714285714,0.5285714285714286,0.5,0.40476190476190477,0.5
Joust,Olorun,3,2,3,,,,,,,Mage,0.3214285714285714,0.5285714285714286,0.5,0.40476190476190477,0.5
Arena,Olorun,6,8,13,,,,,,,Mage,0.3214285714285714,0.5285714285714286,0.5,0.40476190476190477,0.5
Joust,Olorun,0,5,6,,,,,,,Mage,0.3214285714285714,0.5285714285714286,0.5,0.40476190476190477,0.5
Joust,Ix_Chel,6,4,3,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Hades,8,8,7,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Joust,Arachne,0,0,0,,,,,,,Assassin,0.2857142857142857,0.44285714285714284,0.7000000000000001,0.40476190476190477,0.5
Joust,Neith,2,1,7,,,,,,,Hunter,0.37244897959183676,0.5,0.30000000000000004,0.35714285714285715,0.5
Joust,Ix_Chel,7,6,6,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,2,9,3,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,2,5,3,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,1,6,1,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,2,4,3,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,9,4,6,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,2,5,3,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Erlang_Shen,2,6,0,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Erlang_Shen,4,5,0,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Erlang_Shen,3,2,8,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Medusa,0,13,3,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Joust,Hades,6,3,5,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Joust,Neith,1,3,1,,,,,,,Hunter,0.37244897959183676,0.5,0.30000000000000004,0.35714285714285715,0.5
Conquest,Susano,6,10,3,,,,,,,Assassin,0.2142857142857143,0.48571428571428577,0.5,0.5,0.5
Conquest,Serqet,1,11,6,,,,,,,Assassin,0.0,0.5285714285714286,0.5,0.5,0.5
Conquest,Ymir,0,0,0,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Conquest,Medusa,0,4,2,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Arena,Ravana,4,9,9,,,,,,,Assassin,0.0,0.5,0.5,0.40476190476190477,0.5
Joust,Ravana,1,6,0,,,,,,,Assassin,0.0,0.5,0.5,0.40476190476190477,0.5
Joust,Hachiman,4,7,5,,,,,,,Hunter,0.3571428571428571,0.5,0.30000000000000004,0.2619047619047619,0.5
Joust,Ares,3,3,14,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Joust,Ares,1,1,3,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Joust,Zeus,10,4,5,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.07142857142857145,0.5
Conquest,Arachne,13,6,2,,,,,,,Assassin,0.2857142857142857,0.44285714285714284,0.7000000000000001,0.40476190476190477,0.5
Conquest,Ares,1,3,23,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Conquest,Arachne,4,8,1,,,,,,,Assassin,0.2857142857142857,0.44285714285714284,0.7000000000000001,0.40476190476190477,0.5
Slash,Achilles,4,6,9,,,,,,,Warrior,0.5,0.4285714285714286,0.5,0.6904761904761905,0.75
Joust,Ra,3,5,3,,,,,,,Mage,0.0,0.5714285714285714,0.10000000000000003,0.2142857142857143,0.5
Joust,Ah_Muzen_Cab,0,3,2,,,,,,,Hunter,0.3214285714285714,0.5,0.30000000000000004,0.35714285714285715,0.5
Joust,Ah_Muzen_Cab,0,7,0,,,,,,,Hunter,0.3214285714285714,0.5,0.30000000000000004,0.35714285714285715,0.5
